llllll,lnwwnl,llwwll,lnllnl,lwllwl,lwwwwl,wlwwlw,wwllww,wwwwww,wnllnw,wllllw,wnwwnw,
-6.319760532459359204e-02,4.966212483272688244e-02,1.131181972083612625e-01
2.086143767182846165e-01,2.859254421439260674e-01,2.530767103779683058e-01
7.851438578873908003e-02,2.106488140075294668e-01,2.400481722801807438e-01
8.113004055068381848e-02,-1.059292923422551318e-02,2.107203705591890325e-02
2.132249088499359180e-01,2.464483387166916117e-01,2.405632934408270529e-01
2.255525801434936084e-01,2.382300902621414251e-01,2.829711459835271281e-01
5.394848490142692965e-01,6.163195053554695324e-01,6.307697415826230003e-01
2.839654021920804960e-01,3.307221333331361590e-01,3.030752189674097430e-01
5.703188719920786465e-01,5.401125491152678482e-01,5.388283526785511146e-01
2.197685135605721984e-01,2.622056666510358403e-01,3.159578846941339392e-01
1.199887031029081008e-01,1.603708768554475139e-01,2.455645666061091748e-01
5.857516850380323215e-01,7.256562969635803606e-01,7.145337505125278765e-01
