llllll,lnwwnl,llwwll,lnllnl,lwllwl,lwwwwl,wlwwlw,wwllww,wwwwww,wnllnw,wllllw,wnwwnw,
-5.233900861171181945e-02,-1.478655339511411940e-02,4.897279522677536884e-02
1.027641115373578995e-01,2.156817103460632046e-01,1.698381216545564731e-01
7.212661084273124489e-03,1.332091149204417402e-02,7.579475076500873099e-02
-5.151716552738471594e-02,-9.792206954768727101e-02,-7.355900308269952559e-02
-5.420867952938137284e-05,-1.890999126077866008e-02,-2.677536257938390590e-02
1.276888708400510941e-01,8.142816080059284145e-02,1.346864267661744274e-01
1.696247053378178715e-01,2.260055644386604889e-01,3.566167382124827423e-01
4.103580027678400272e-03,1.196305382961732472e-01,8.997623860479637969e-02
3.685326506770299493e-01,4.441868551514476238e-01,5.320057951758795367e-01
1.010672272823705392e-01,9.924414529607866742e-02,6.446395757999921761e-02
7.259552076666149489e-02,6.786868247207142324e-02,9.310376237026515150e-03
6.864644534185267988e-01,7.317586536809229658e-01,7.972388849559806090e-01
