llllll,lnwwnl,llwwll,lnllnl,lwllwl,lwwwwl,wlwwlw,wwllww,wwwwww,wnllnw,wllllw,wnwwnw,
3.680424723232957052e-02,-4.564109563440096884e-02,-7.937605867676281179e-02
9.119840471701708140e-02,1.826144393496062501e-01,1.765167458465589645e-01
-6.171370496140648337e-02,8.684314793125375020e-02,1.315387797572183382e-01
1.130831720727426271e-01,4.012933347974947246e-02,4.534899716894169597e-02
-2.114217169112029768e-02,4.000045874222783737e-02,1.185528417011159213e-01
3.635165935410057669e-02,1.057020565696766279e-01,1.485360840193322429e-01
2.665501317047221930e-01,2.104800342251706147e-01,3.433627633428547044e-01
1.610898678842942744e-01,1.562519355950740818e-01,7.900421538131215116e-02
2.611533183477710018e-01,2.467667571332204379e-01,3.219501783439872034e-01
7.381784830105463102e-02,1.972941533524310564e-01,1.910161655957134386e-01
-1.007330014381151995e-01,8.988907760709822364e-03,6.061864208020058958e-02
4.617152648982876251e-01,4.963282359272810362e-01,6.155438117512472829e-01
