llllll,lnwwnl,llwwll,lnllnl,lwllwl,lwwwwl,wlwwlw,wwllww,wwwwww,wnllnw,wllllw,wnwwnw,
3.327881900821333949e-01,5.108786898126943532e-01,6.481411645467788363e-01
6.123021283122154212e-01,5.968252460040731622e-01,6.161551551702616480e-01
5.454828322622884418e-01,6.059722812136218995e-01,7.014789329503394733e-01
2.886005863905438673e-01,3.711998605544154506e-01,4.824318820376604089e-01
5.733886164678254627e-01,6.786933721561222432e-01,6.731227455352085665e-01
6.753526100627522677e-01,6.764399779286226488e-01,7.555469676870856244e-01
6.367248497427698828e-01,6.976111552467827437e-01,7.375638001422283319e-01
6.129640053756347795e-01,6.516697597614864446e-01,7.188037239629544439e-01
6.412131142666627204e-01,6.303816780595615787e-01,5.512486306737449659e-01
4.557595268424888268e-01,5.065496750931440806e-01,5.876865975454632629e-01
5.963088430894292191e-01,6.593495667490786305e-01,7.100858852903656482e-01
7.382275746430426722e-01,7.142872796772348210e-01,7.190846448461585272e-01
