llllll,lnwwnl,llwwll,lnllnl,lwllwl,lwwwwl,wlwwlw,wwllww,wwwwww,wnllnw,wllllw,wnwwnw,
-2.584450942049603545e-02,-1.706663906729692926e-01,-1.057273731757887025e-01
4.225322788344023500e-02,1.142510850363007840e-01,2.216762569339739697e-01
-5.130275658989263965e-02,-5.608315410082997943e-02,9.102163661290152419e-02
-5.796634244993007640e-02,2.141905245577978290e-02,7.654391537775298571e-02
1.741729977693420167e-02,4.180762528884504614e-02,1.509470528445363002e-01
1.308282811173904769e-01,1.968805378584722598e-01,1.850780967462952453e-01
3.006611827500168532e-01,2.211101588184543332e-01,3.453757249325425938e-01
2.459257859911621880e-02,1.737117715391598149e-01,1.996384765930630523e-01
3.154068431932691707e-01,3.465489791207705950e-01,4.903529895323573973e-01
9.052617635813654806e-02,7.960972444475145071e-02,7.102875950723676335e-02
-6.021348099834195056e-02,1.266472153417661992e-02,1.738543486304014148e-03
5.148081380886797565e-01,5.414736513841905685e-01,5.912035815166000186e-01
