llllll,lnwwnl,llwwll,lnllnl,lwllwl,lwwwwl,wlwwlw,wwllww,wwwwww,wnllnw,wllllw,wnwwnw,
5.093115426751194663e-01,6.886816032616879246e-01,7.070465440923656697e-01
5.070192429541069412e-01,6.412857463857420948e-01,6.434307396860607930e-01
6.326342443949315442e-01,7.440621603775353643e-01,7.611517306484899548e-01
3.195986677100650653e-01,5.809052884816183759e-01,6.223542027627140261e-01
6.895285363047071181e-01,7.948248948102449862e-01,7.802186771178305502e-01
6.878498804924576548e-01,6.816462300165030408e-01,7.408545104976353990e-01
7.246621033296967163e-01,6.673110614135234764e-01,7.252866855676626257e-01
7.044183210881085344e-01,6.955145762668356602e-01,7.435493375946332639e-01
5.920471645203932987e-01,5.679377959273894660e-01,5.775692694964885687e-01
5.408600001235268628e-01,5.899435856879162721e-01,6.867422875340334354e-01
6.254401793614453586e-01,7.211818396202660519e-01,7.047170587375980455e-01
7.121342253109280707e-01,6.945647333534333834e-01,7.065770884239657157e-01
