--- Unseen Names: ---
lllllw,llllwl,llllww,llllnl,llllnw,lllwll,lllwlw,lllwwl,lllwww,lllwnl,lllwnw,llwlll,llwllw,llwlwl,llwlww,llwlnl,llwlnw,llwwlw,llwwwl,llwwww,llwwnl,llwwnw,lwllll,lwlllw,lwllww,lwllnl,lwllnw,lwlwll,lwlwlw,lwlwwl,lwlwww,lwlwnl,lwlwnw,lwwlll,lwwllw,lwwlwl,lwwlww,lwwlnl,lwwlnw,lwwwll,lwwwlw,lwwwww,lwwwnl,lwwwnw,lnllll,lnlllw,lnllwl,lnllww,lnllnw,lnlwll,lnlwlw,lnlwwl,lnlwww,lnlwnl,lnlwnw,lnwlll,lnwllw,lnwlwl,lnwlww,lnwlnl,lnwlnw,lnwwll,lnwwlw,lnwwwl,lnwwww,lnwwnw,wlllll,wlllwl,wlllww,wlllnl,wlllnw,wllwll,wllwlw,wllwwl,wllwww,wllwnl,wllwnw,wlwlll,wlwllw,wlwlwl,wlwlww,wlwlnl,wlwlnw,wlwwll,wlwwwl,wlwwww,wlwwnl,wlwwnw,wwllll,wwlllw,wwllwl,wwllnl,wwllnw,wwlwll,wwlwlw,wwlwwl,wwlwww,wwlwnl,wwlwnw,wwwlll,wwwllw,wwwlwl,wwwlww,wwwlnl,wwwlnw,wwwwll,wwwwlw,wwwwwl,wwwwnl,wwwwnw,wnllll,wnlllw,wnllwl,wnllww,wnllnl,wnlwll,wnlwlw,wnlwwl,wnlwww,wnlwnl,wnlwnw,wnwlll,wnwllw,wnwlwl,wnwlww,wnwlnl,wnwlnw,wnwwll,wnwwlw,wnwwwl,wnwwww,wnwwnl,
Metric Mean: 0.10671058024448596
Metric Min: 0.056747845883811605
Metric Max: 0.13161031594616066
Metric Rescaled: 0.07421000875564776
--- Metric: ---
1.097645225177149436e-01
1.081931178042754710e-01
1.106861611276183793e-01
1.114871164932592640e-01
1.143429734355246308e-01
1.157268906853876622e-01
1.174526741271990082e-01
1.213696727569024830e-01
1.209269043468164107e-01
1.152512829057818350e-01
1.136357161127355409e-01
1.189792629212884506e-01
1.131700166447615757e-01
1.115314465691411711e-01
1.096212392379599249e-01
1.188241041353939181e-01
1.111896838223818684e-01
1.094885791622280391e-01
1.113183151004280419e-01
1.062848423522236851e-01
9.929005861507002317e-02
1.051050732004206734e-01
1.232386144705044512e-01
1.166357303023379255e-01
9.376879094860245123e-02
1.059398616500062257e-01
1.019535908052199291e-01
1.282384508111588939e-01
1.181492280346466139e-01
9.607093711756954646e-02
1.164422216236142699e-01
1.093919733841727943e-01
1.173687515770488049e-01
1.230433154381697508e-01
1.197921047505663972e-01
8.671548928541152057e-02
1.083499437585542929e-01
1.165140200046223401e-01
1.110730293219766990e-01
1.119151097993891231e-01
9.844107789238866479e-02
9.643383794882709470e-02
8.486736792698117149e-02
1.038779408814696076e-01
1.178973628530845114e-01
1.129632184780322984e-01
1.005453598072674343e-01
1.137207991160471138e-01
1.142160869222881431e-01
1.157890008338275517e-01
1.280668328565679748e-01
1.179074742018564742e-01
1.199323347428598446e-01
1.129198007759496664e-01
1.316103159461606553e-01
1.185884532296665045e-01
1.112495981821650520e-01
1.097351356816327200e-01
1.121296393550845066e-01
1.161018963316888392e-01
1.145167732510907893e-01
9.797641850225512206e-02
9.485538225123102407e-02
8.200698033033200496e-02
9.479494080377232068e-02
1.004231003686792273e-01
1.150457976974733204e-01
1.050737220363616026e-01
9.153773967875879214e-02
1.138818764262070071e-01
9.388266712072228237e-02
1.137453280990090160e-01
1.008438507131683565e-01
1.119664825552212778e-01
1.153743901245591480e-01
1.130617150561404188e-01
9.828959209561440036e-02
1.201383831566046195e-01
1.021570736771225674e-01
1.116196673589508886e-01
1.111399772919438034e-01
1.133207808113853438e-01
9.925848044223638256e-02
1.024221721968055360e-01
9.701030609980478003e-02
8.871334224514615396e-02
9.128402060103911475e-02
8.244603344261043631e-02
1.106213031731160257e-01
1.140977857334695145e-01
1.063259706703961610e-01
1.066698845677714474e-01
1.072153653113415150e-01
1.154240910972042927e-01
9.907600057638314694e-02
1.148560246544147040e-01
1.017994979408983897e-01
1.101583007067380021e-01
1.043153685361065675e-01
1.158320023344263233e-01
1.011048487334179485e-01
1.062830780738068942e-01
1.101682525584349315e-01
1.091646684013604096e-01
1.098718692716555562e-01
9.567267838034254623e-02
9.609770268626051382e-02
9.249507085132481488e-02
8.990112768215456629e-02
6.210924112366694727e-02
1.098216112248466131e-01
9.090695128195615260e-02
1.094726870940884306e-01
9.073860003425404663e-02
1.128224136387632054e-01
1.084670998579150697e-01
1.020540043963597959e-01
1.132404357652154192e-01
1.023150696958784467e-01
1.233992224428730050e-01
8.890009653158226222e-02
1.173671842462416653e-01
1.026862761191447149e-01
1.136056351903957928e-01
1.071672107676854696e-01
1.197614796753568717e-01
1.077811946578174224e-01
9.322959019722731888e-02
6.828178306356003091e-02
9.679863086941327410e-02
5.674784588381160538e-02
7.895009101689273723e-02
--- Baseline: ---
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
1.152643485603646600e-01
