llllll,lnwwnl,llwwll,lnllnl,lwllwl,lwwwwl,wlwwlw,wwllww,wwwwww,wnllnw,wllllw,wnwwnw,
5.787760709524143454e-01,6.900272505755125074e-01,7.013380688744995650e-01
5.707055651912718020e-01,6.427492136608510265e-01,6.901667612157034171e-01
6.639369931740557451e-01,7.469963593603616836e-01,7.721029076292762472e-01
2.630525529126471751e-01,4.678033847147983204e-01,5.771016400488682141e-01
6.686952848147843520e-01,7.324067252905073211e-01,7.334534974425044318e-01
7.014190843910543816e-01,7.425496558350320742e-01,7.563058030154193867e-01
7.513081239773904407e-01,7.485071114802728243e-01,7.875746113314556762e-01
6.578937972526516242e-01,6.978689125035143492e-01,6.951452730838443284e-01
6.207530543700556791e-01,6.875273256677200129e-01,6.331173524023305799e-01
5.725472908335230704e-01,6.150647222191768515e-01,6.400584965684686933e-01
6.842466197901162506e-01,7.191883659395509332e-01,7.344545673771706307e-01
7.813728819974546935e-01,7.985705383416060732e-01,7.851377839941361403e-01
