llllll,lnwwnl,llwwll,lnllnl,lwllwl,lwwwwl,wlwwlw,wwllww,wwwwww,wnllnw,wllllw,wnwwnw,
1.900473150512017526e-02,2.155507644762486366e-02,-5.811217032435726099e-02
9.925605227588943369e-02,2.099114619853067465e-01,2.006147546372079316e-01
8.345143837742517723e-02,8.296841393459047920e-02,2.083471916543736258e-01
-1.759012502111010441e-03,1.156804652409091846e-02,4.111035098172763358e-02
4.076188734181685619e-02,9.881515847188179769e-02,9.157565677509538205e-02
6.653863000442543363e-02,9.973401353081207121e-02,1.593769677408986007e-01
4.456796891714361886e-01,5.292049015829161096e-01,5.738954334719339467e-01
2.249699984093325722e-01,2.286199620771971475e-01,2.224362429522155904e-01
4.573551128920228526e-01,5.244284703815375037e-01,5.428804503393320768e-01
1.578693347108823808e-01,2.225397875885615495e-01,2.271582842216272047e-01
1.089213990686686978e-01,1.493338008119444171e-01,2.320538643042932836e-01
6.699600540473533705e-01,7.284854499318620391e-01,7.797808407358121086e-01
